1500	0.0531381302	1.0000000000	0.0175971514
2000	0.0616751226	1.0000000000	0.0165378163
2500	0.0711948241	1.0000000000	0.0120970644
3000	0.0865102476	0.9986509275	0.2041340625
3500	0.1062478645	0.9960323887	0.4008027599
4000	0.1145346565	0.9947739280	0.4005578977
4500	0.1349576743	0.9906540209	0.7961580834
5000	0.1910833119	0.9777155964	0.9904265575
5500	0.1852376388	0.9806906762	0.9930783461
6000	0.3291253818	0.9414783066	0.9773612019
6500	0.4123279116	0.9107829803	0.9685950886
7000	0.5194571607	0.8705298400	0.9089120404
7500	0.6733968769	0.7831540504	0.9272360337
