7500	13882	41	80	36	47	58	61	8	18	57	4	85	71	39	59	49	62	55	97	51	76	14	0	28	53	15	96	26	88	78	90	91	31	3	29	19	122.9608591349	1.0000000000
7500	13882	14	10	82	73	99	65	11	17	84	74	35	22	12	62	21	89	0	71	95	1	85	56	27	97	37	63	4	24	92	88	19	40	31	76	51	124.0626635147	1.0000000000
7500	13882	57	61	5	29	62	82	63	7	36	33	32	69	90	42	75	91	55	10	21	20	23	35	88	19	49	26	47	89	6	70	3	11	94	48	76	124.9899102811	1.0000000000
7500	13882	12	67	55	19	97	48	69	65	42	60	36	17	90	31	10	20	98	8	63	49	14	85	54	47	9	26	81	40	41	58	72	2	52	15	4	124.6025652816	1.0000000000
7500	13882	2	63	28	99	12	11	25	77	35	51	9	24	60	94	42	72	92	27	62	73	97	74	68	96	88	58	79	43	15	47	48	37	89	67	26	123.3742356158	1.0000000000
7500	13882	84	1	50	94	4	6	96	68	16	35	87	99	54	11	51	98	27	61	28	44	73	19	86	9	93	14	22	5	67	71	62	56	21	24	42	123.3439680773	1.0000000000
7500	13882	55	21	44	73	49	94	79	82	83	93	18	46	10	85	81	50	14	29	27	23	20	28	42	76	75	37	88	34	86	95	12	56	36	17	43	124.0929181721	1.0000000000
7500	13882	53	0	31	70	43	59	15	7	87	42	98	83	14	22	34	19	28	25	40	81	24	21	65	11	6	23	66	62	2	4	39	90	3	17	61	123.4961407594	1.0000000000
7500	13882	88	78	93	18	87	57	46	56	12	96	73	33	91	15	44	85	41	63	25	2	4	61	70	77	16	35	28	89	24	66	82	64	69	8	65	123.7079719581	1.0000000000
7500	13882	33	99	7	92	21	23	79	54	9	45	90	51	35	74	29	75	52	18	38	71	81	66	85	15	27	95	26	64	55	73	57	89	50	0	17	125.2323806213	1.0000000000
7500	27836	85	45	3	47	87	67	64	34	77	7	10	8	84	17	19	94	26	18	62	12	30	79	53	48	95	0	50	54	37	14	11	1	86	56	81	123.8834107114	1.0000000000
7500	27836	22	50	98	79	88	97	83	70	5	19	21	43	58	59	44	6	16	52	30	35	48	63	80	96	60	24	69	2	67	14	39	72	12	84	61	122.8763647863	1.0000000000
7500	27836	94	54	66	18	60	74	90	55	2	75	64	49	57	96	51	11	12	44	61	25	43	15	46	87	3	52	24	88	95	42	65	36	4	30	53	123.7506556524	1.0000000000
7500	27836	25	99	64	53	78	59	46	88	72	20	9	68	92	84	49	40	69	81	79	50	57	37	83	85	98	94	7	21	4	63	60	97	43	19	89	123.0155573962	1.0000000000
7500	27836	4	92	80	38	21	98	5	18	16	52	59	75	67	43	69	3	0	73	82	2	91	93	78	65	8	57	70	24	45	44	13	39	95	79	15	124.0063191847	1.0000000000
7500	27836	72	41	12	98	50	66	92	13	11	20	91	5	88	3	80	84	25	26	75	6	17	34	22	36	57	2	54	4	64	63	31	45	73	30	7	123.2450037058	1.0000000000
7500	27836	55	64	71	66	90	82	10	96	89	70	74	41	7	1	79	8	44	51	14	69	92	34	23	37	46	49	20	81	6	19	57	67	29	21	4	123.1866518611	1.0000000000
7500	27836	20	54	90	62	37	53	11	94	21	3	45	10	80	97	58	28	61	6	16	79	22	89	34	43	93	64	65	85	96	41	4	46	49	31	95	124.0739787918	1.0000000000
7500	27836	78	15	75	28	50	35	45	1	46	0	36	88	71	16	37	20	69	62	89	76	57	67	84	29	19	27	65	32	85	49	30	24	97	26	5	123.1568629925	1.0000000000
7500	27836	14	38	69	81	71	39	8	24	95	73	12	47	70	40	92	29	34	87	94	67	20	78	63	0	98	75	1	25	91	54	55	44	85	7	41	123.1897663130	1.0000000000
7500	41734	48	91	85	83	18	61	29	44	79	55	54	94	88	38	39	3	28	45	47	92	26	30	82	51	93	6	16	5	25	22	67	59	46	20	27	123.8741394325	1.0000000000
