1500	0.1134847959	0.9971302567	0.0035488469
2000	0.1289269564	0.9976012409	0.0018892743
2500	0.1400898702	0.9975746036	0.0076427154
3000	0.1864790100	0.9865377350	0.8013759248
3500	0.2044858340	0.9761907594	0.9907570416
4000	0.2424012747	0.9659670971	0.9844104039
4500	0.2598043923	0.9592910697	0.9853956953
5000	0.3536348231	0.9323557401	0.7976934861
5500	0.4064111881	0.9129888333	0.9664241971
6000	0.5711068871	0.8185610014	0.9291996212
6500	0.6998296762	0.7388627911	0.8888828458
7000	0.7994949340	0.6747099118	0.8443721546
7500	0.9503077585	0.5361637911	0.7704776542
