miss	0	1
1500	params_16.000000	0.749236
2000	params_16.000000	0.552558
2500	params_16.000000	0.6628189999999999
3000	params_16.000000	0.653502
3500	params_16.000000	0.752979
4000	params_32.000000	0.8949729999999999
4500	params_1024.000000	0.991603
5000	params_128.000000	0.991526
5500	params_32.000000	0.9895200000000001
6000	params_32.000000	0.9812059999999999
6500	params_32.000000	0.9700209999999999
7000	params_32.000000	0.942687
7500	params_2.000000	0.947205
