miss	0	1
1500	params_1.700000	0.612648
2000	params_1.500000	0.847535
2500	params_1.700000	0.516087
3000	params_1.300000	0.755402
3500	params_1.100000	0.859567
4000	params_1.100000	0.9037209999999999
4500	params_1.100000	0.9401379999999999
5000	params_1.100000	0.979836
5500	params_1.100000	0.9721190000000001
6000	params_1.100000	0.9577049999999999
6500	params_1.100000	0.947197
7000	params_2.300000	0.971982
7500	params_2.100000	0.9481799999999999
