500	0	0.0599068772
500	1	0.0550972652
500	2	0.0623272242
500	3	0.0548267642
500	4	0.0651837787
1000	0	0.0777752418
1000	1	0.0852605124
1000	2	0.0863562559
1000	3	0.0695712692
1000	4	0.0782801118
1500	0	0.0937781490
1500	1	0.1017596251
1500	2	0.0872784426
1500	3	0.0872300373
1500	4	0.1063121852
2000	0	0.1035134310
2000	1	0.1168134756
2000	2	0.1110700573
2000	3	0.1263190112
2000	4	0.1003187300
2500	0	0.1178824963
2500	1	0.1201031790
2500	2	0.1402398379
2500	3	0.1031662857
2500	4	0.1194063811
3000	0	0.1228690329
3000	1	0.1518408990
3000	2	0.1524792958
3000	3	0.1352870801
3000	4	0.1353824629
3500	0	0.1427174469
3500	1	0.1691434757
3500	2	0.1463099136
3500	3	0.1627656647
3500	4	0.1525600884
4000	0	0.1520905575
4000	1	0.1845529822
4000	2	0.1650927504
4000	3	0.1795108011
4000	4	0.1667811018
4500	0	0.1759537885
4500	1	0.1930850325
4500	2	0.2018630910
4500	3	0.1779797330
4500	4	0.1659120098
5000	0	0.2154459305
5000	1	0.2072717076
5000	2	0.2234637653
5000	3	0.2144352053
5000	4	0.2264705768
5500	0	0.2497119375
5500	1	0.2376305490
5500	2	0.2348617276
5500	3	0.2134761886
5500	4	0.2376831112
6000	0	0.2908756054
6000	1	0.2892819721
6000	2	0.2851668788
6000	3	0.2808253769
6000	4	0.2867842900
6500	0	0.3566470340
6500	1	0.3496214201
6500	2	0.3604802368
6500	3	0.3601260974
6500	4	0.3381073320
7000	0	0.4564593930
7000	1	0.4514114989
7000	2	0.4300251478
7000	3	0.4497380898
7000	4	0.4294104923
7500	0	0.6080987982
7500	1	0.5533493922
7500	2	0.6248904104
7500	3	0.6012965096
7500	4	0.6392464676
