1500	0.1720169910	0.9883960092	0.4079636297
2000	0.1915426262	0.9839636994	0.4080489476
2500	0.1814091914	0.9911163371	0.3979315435
3000	0.1826512998	0.9960240234	0.0021246801
3500	0.2104788227	0.9914570855	0.4478888250
4000	0.2286460645	0.9870817462	0.4072508346
4500	0.2296933011	0.9932318549	0.3150336704
5000	0.2693720767	0.9858264535	0.2303180994
5500	0.2784832217	0.9863018341	0.3085430763
6000	0.2812835754	0.9863158986	0.6286545582
6500	0.3401209463	0.9622362474	0.9282505336
7000	0.4060941687	0.9373998317	0.9855170389
7500	0.5365672943	0.8741533780	0.9627637719
