miss	0	1
1500	params_1.100000	0.051637
2000	params_1.100000	0.0608116
2500	params_1.100000	0.0704794
3000	params_1.100000	0.0837559
3500	params_1.100000	0.104405
4000	params_1.100000	0.128673
4500	params_1.100000	0.16258399999999998
5000	params_1.100000	0.191416
5500	params_1.100000	0.228136
6000	params_1.100000	0.31632
6500	params_1.300000	0.385275
7000	params_1.300000	0.490255
7500	params_1.300000	0.643275
