1500	0.0975618051	1.0000000000	0.0042275420
2000	0.1105090233	1.0000000000	0.0056723374
2500	0.1199274588	1.0000000000	0.0044623059
3000	0.1372814990	1.0000000000	0.0036640455
3500	0.1553826169	0.9993617656	0.0033884615
4000	0.1661801828	0.9997502872	0.0038279901
4500	0.1803483713	0.9988372505	0.0040669697
5000	0.2180589629	0.9948513788	0.0122722890
5500	0.2302209580	0.9957936161	0.0228911074
6000	0.2823652124	0.9860655958	0.6224061164
6500	0.3404411253	0.9619092007	0.9283822615
7000	0.4086164425	0.9372773449	0.9837753776
7500	0.5365762424	0.8748220874	0.9624530490
