0.0000000000	0.0000000000
0.0029761905	0.9979338843
0.0029761905	0.9876033058
0.0029761905	0.9442148760
0.0029761905	0.8780991736
0.0029761905	0.6838842975
0.0029761905	0.4483471074
0.0029761905	0.2169421488
0.0039761431	0.6750756811
0.0039761431	0.9899091826
0.0039761431	0.9899091826
0.0039761431	0.9899091826
0.0039761431	0.9899091826
0.0039761431	0.9899091826
0.0039761431	0.9899091826
0.0039761431	0.9223007064
0.0049603175	1.0000000000
0.0060606061	1.0000000000
0.0060606061	1.0000000000
0.0060606061	1.0000000000
0.0060606061	1.0000000000
0.0060606061	1.0000000000
0.0060606061	0.9986754967
0.0060606061	0.9635761589
0.0060606061	0.8112582781
0.0072895958	0.9899091826
0.0121212121	1.0000000000
0.0168650794	1.0000000000
0.0247422680	0.8942928040
0.0291583830	0.9899091826
0.0329896907	0.9831265509
0.0536082474	0.9970223325
0.0656565657	1.0000000000
0.1010309278	0.9970223325
0.1525773196	0.9970223325
0.2391752577	0.9970223325
0.3195876289	0.9970223325
0.4020618557	0.9970223325
0.5092783505	0.9970223325
0.6762886598	0.9970223325
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
