1500	0.0531381302	1.0000000000	0.0175971514
2000	0.0616751226	1.0000000000	0.0165378163
2500	0.0711948241	1.0000000000	0.0120970644
3000	0.0905562011	0.9974597798	0.2037566884
3500	0.1145941671	0.9924867954	0.4008277035
4000	0.1387911329	0.9859007781	0.5987733844
4500	0.1711507132	0.9836637744	0.9935537137
5000	0.2371191581	0.9796239809	0.7947955672
5500	0.2823431958	0.9666591927	0.9893265285
6000	0.3573269586	0.9548329329	0.8123208090
6500	0.4157204126	0.9348099225	0.6422606238
7000	0.5212451251	0.8867243377	0.9539310350
7500	0.6718035481	0.7904916765	0.9345087754
