0.0000000000	0.0000000000
0.0013676772	0.4968553459
0.0024472316	0.6911698790
0.0033649434	0.8171223667
0.0038750855	0.6675651393
0.0064073227	0.8241327300
0.0068383861	0.7798742138
0.0070357908	0.8995965935
0.0073226545	0.9073906486
0.0079781172	0.8427672956
0.0088899020	0.8670260557
0.0094830223	0.9367996414
0.0097889263	0.9547288212
0.0113184460	0.9556252801
0.0120811488	0.8876909254
0.0129929337	0.8993710692
0.0137299771	0.9541478130
0.0152951973	0.9574181981
0.0192219680	0.9749622926
0.0192719486	0.9587628866
0.0201372998	0.9834087481
0.0214269432	0.9092542677
0.0237986270	0.9840120664
0.0297482838	0.9843137255
0.0364025696	0.9610040341
0.0374882849	0.8851793368
0.0402745995	0.9843137255
0.0506091846	0.9402210693
0.0540232505	0.9200359389
0.0727688787	0.9843137255
0.0731021556	0.9697721633
0.0985010707	0.9627969520
0.1012183693	0.9812767877
0.1180880975	0.9871418904
0.1405810684	0.9882697947
0.1743707094	0.9843137255
0.1808809747	0.9882697947
0.2296157451	0.9884953756
0.3158388004	0.9884953756
0.4939081537	0.9896232799
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
