1500	0.0958160645	1.0000000000	0.0031655622
2000	0.1106099084	1.0000000000	0.0048019340
2500	0.1224255090	1.0000000000	0.0035947696
3000	0.2408712711	0.9617159991	0.3802588482
3500	0.1557508755	0.9994329649	0.0033522354
4000	0.1668399835	0.9997502872	0.0022304348
4500	0.1803288896	0.9988372505	0.0044533691
5000	0.2180064494	0.9948513788	0.0119227448
5500	0.2304008223	0.9957936161	0.0228813069
6000	0.2822736213	0.9860655958	0.6222039718
6500	0.3403489130	0.9619092007	0.9288998595
7000	0.4084098578	0.9373413580	0.9843345910
7500	0.5368250293	0.8747245263	0.9626342744
