1500	0	0.0978807188
1500	1	0.0996351783
1500	2	0.0906779655
1500	3	0.0894740800
1500	4	0.1101378911
2000	0	0.1028892905
2000	1	0.1076341300
2000	2	0.1107247438
2000	3	0.1262906794
2000	4	0.1056298879
2500	0	0.1157895657
2500	1	0.1204696584
2500	2	0.1369476803
2500	3	0.1062651356
2500	4	0.1201466103
3000	0	0.1241140916
3000	1	0.1492278985
3000	2	0.1416414632
3000	3	0.1322205181
3000	4	0.1392881316
3500	0	0.1369573640
3500	1	0.1667196267
3500	2	0.1437952658
3500	3	0.1703399383
3500	4	0.1588278019
4000	0	0.1515117204
4000	1	0.1798126259
4000	2	0.1557938381
4000	3	0.1780693078
4000	4	0.1661497114
4500	0	0.1725372014
4500	1	0.1868490667
4500	2	0.2015601553
4500	3	0.1752952829
4500	4	0.1655483803
5000	0	0.2069331062
5000	1	0.2056617625
5000	2	0.2312646216
5000	3	0.2283134064
5000	4	0.2180597464
5500	0	0.2389118629
5500	1	0.2293595031
5500	2	0.2370365375
5500	3	0.2203690485
5500	4	0.2254443522
6000	0	0.2778219598
6000	1	0.2776128210
6000	2	0.2995998054
6000	3	0.2798840563
6000	4	0.2769074196
6500	0	0.3345504266
6500	1	0.3413649465
6500	2	0.3471238706
6500	3	0.3333627482
6500	4	0.3458036348
7000	0	0.4114362087
7000	1	0.4072091224
7000	2	0.3923103091
7000	3	0.4343123046
7000	4	0.3976535556
7500	0	0.5253957243
7500	1	0.5006801205
7500	2	0.5553555743
7500	3	0.5485992225
7500	4	0.5528505701
