1500	0.1149541341	0.9991433233	0.0111775535
2000	0.1334404247	1.0000000000	0.0031644158
2500	0.1567535383	0.9980788222	0.0017339393
3000	0.1720903945	0.9989752348	0.0010374527
3500	0.1943539537	0.9961534699	0.2043058349
4000	0.2099507960	0.9942235785	0.2281232493
4500	0.2263453332	0.9943577279	0.3172614916
5000	0.2683138497	0.9882129602	0.3540301067
5500	0.2787888066	0.9878058061	0.2664177406
6000	0.3358080158	0.9708177850	0.8565613103
6500	0.3983944644	0.9403890790	0.9844463964
7000	0.4812063569	0.9070506855	0.9729561565
7500	0.6370049457	0.8081521250	0.9311718599
