0.000000	2.700000_2.000000	0.31790100000000004
0.100000	2.700000_2.000000	0.31790100000000004
0.200000	1.100000_2.000000	0.31790100000000004
0.300000	2.700000_2.000000	0.31790100000000004
0.400000	2.700000_2.000000	0.31790100000000004
0.500000	2.700000_2.000000	0.31790100000000004
0.600000	2.700000_2.000000	0.31790100000000004
0.700000	2.700000_2.000000	0.31790100000000004
0.800000	2.700000_2.000000	0.31790100000000004
0.900000	2.700000_2.000000	0.31790100000000004
1.000000	1.100000_2.000000	0.31790100000000004
