7500	13882	15	99	4	59	53	6	63	41	83	89	40	65	92	32	24	43	77	69	52	26	13	57	55	12	16	1	56	71	37	94	19	20	48	28	97	27.1019845167	0.9999999705
7500	13882	13	15	47	2	38	92	51	8	60	66	10	57	80	24	43	27	32	82	50	29	31	77	49	33	35	11	14	6	74	70	84	44	59	42	20	27.2781858744	0.9999999895
7500	13882	90	82	75	91	24	12	22	9	1	66	62	96	77	14	21	6	99	53	37	40	5	8	47	45	76	34	49	16	39	20	46	38	97	35	42	27.7039118720	0.9999999986
7500	13882	55	18	61	34	57	36	76	42	72	14	10	62	58	92	25	1	28	82	98	49	38	20	3	7	84	27	39	40	69	59	4	67	24	48	70	26.7635689768	0.9999999069
7500	13882	78	43	58	5	55	6	85	3	76	79	66	41	45	34	92	68	32	19	91	72	84	29	94	40	24	21	89	93	10	27	25	20	9	80	74	27.0217568029	0.9999998217
7500	13882	67	4	23	68	9	11	15	71	81	25	5	57	31	93	32	34	17	48	97	85	45	79	8	53	29	75	22	52	3	72	88	10	6	37	16	27.5319619179	0.9999923343
7500	13882	77	54	81	80	32	25	51	53	6	64	1	88	45	22	65	71	52	50	79	31	0	14	66	48	56	40	89	63	18	39	91	23	46	4	36	27.1454401018	0.9999997224
7500	13882	75	95	11	88	14	5	82	89	27	69	72	56	38	31	81	30	99	98	83	24	57	28	3	2	13	19	40	36	64	62	49	1	29	68	45	27.2257556818	0.9999989746
7500	13882	48	92	84	82	18	62	29	45	80	55	54	94	88	37	38	3	27	44	47	91	26	28	85	51	93	5	16	6	25	21	68	60	46	20	30	27.2363250138	0.9999999344
7500	13882	51	48	87	81	22	1	90	14	86	3	31	54	36	23	38	33	63	92	47	45	40	59	56	16	13	55	4	17	37	66	49	43	11	80	65	27.4800575769	0.9999999529
7500	27836	15	99	3	60	54	6	64	43	83	90	41	66	92	33	26	45	78	69	53	27	13	57	56	14	16	1	58	72	37	94	19	21	48	28	97	26.9963032154	0.9999999976
7500	27836	13	15	46	1	37	91	49	8	59	66	10	58	80	24	43	27	32	82	51	29	31	77	50	33	35	11	14	6	74	70	84	44	60	45	20	27.3244442577	0.9999998667
7500	27836	90	83	76	92	24	13	22	9	1	67	64	97	78	14	21	6	99	54	37	40	5	8	48	45	77	34	49	16	39	20	46	38	96	35	43	26.6541648792	0.9999999989
7500	27836	55	18	61	35	57	36	75	42	72	14	9	62	58	92	25	1	29	82	98	49	38	20	3	7	84	27	39	41	69	59	2	68	26	50	70	27.3452753091	0.9999999997
7500	27836	78	43	58	5	54	6	85	3	76	79	67	42	46	35	92	69	34	20	91	73	84	30	94	41	24	22	89	93	9	28	25	19	10	80	74	26.7760377074	0.9999999998
7500	27836	67	3	25	70	9	11	15	72	81	26	5	59	32	93	33	35	17	49	97	85	45	79	8	53	29	75	23	52	2	71	87	10	6	38	16	27.2029659565	0.9999999746
7500	27836	77	54	81	80	32	25	51	53	5	65	1	88	45	22	64	71	52	50	79	33	0	14	63	49	56	41	89	66	18	40	91	23	46	4	37	27.5542408257	0.9999986985
7500	27836	75	95	10	88	14	5	82	89	26	68	71	56	38	30	81	29	99	98	83	24	58	27	3	2	13	19	41	37	65	62	50	1	32	70	46	26.8718031826	0.9999999508
7500	27836	48	92	85	83	20	63	30	45	80	56	55	94	88	39	38	3	29	47	49	93	27	28	84	52	91	5	16	6	25	22	68	60	44	19	26	26.5968171531	0.9999999997
7500	27836	51	48	87	82	21	1	90	14	86	2	31	54	36	22	38	33	63	92	49	45	41	59	56	16	13	57	5	18	39	66	47	43	12	80	67	26.6800744908	0.9999999998
7500	41734	15	99	3	60	54	6	64	42	84	90	40	65	92	32	25	44	77	69	53	27	13	57	56	14	16	1	58	71	38	93	20	21	48	28	97	27.1033465209	0.9999999362
7500	41734	13	15	48	2	37	91	50	7	59	65	10	58	80	24	43	27	31	82	51	28	30	76	49	33	35	11	12	5	74	69	83	44	60	45	21	27.5313258916	0.9999998873
7500	41734	90	82	74	92	23	12	21	9	1	66	62	96	77	14	22	6	99	53	36	39	5	8	47	45	76	34	49	16	40	24	46	38	97	35	43	27.5801919231	0.9999946260
7500	41734	55	18	59	34	57	36	76	43	72	15	10	62	60	92	25	1	29	82	98	49	39	21	3	8	83	28	38	41	69	58	4	68	26	50	70	26.9791870558	0.9999997652
7500	41734	78	44	57	5	54	6	85	3	75	77	66	41	45	34	92	67	32	19	91	72	83	29	94	40	24	21	88	90	10	27	25	20	9	79	73	27.1964472399	0.9999999960
7500	41734	67	3	24	69	10	11	15	71	81	26	5	58	32	93	33	36	18	49	97	85	45	79	8	53	30	75	23	52	4	70	87	12	6	38	16	26.6186785529	0.9999999985
7500	41734	77	53	80	79	31	25	50	52	5	65	1	88	45	22	63	70	54	49	78	32	2	14	64	48	56	40	87	66	18	39	91	23	44	4	36	27.1418747566	0.9999993142
7500	41734	75	95	11	87	14	5	81	89	27	67	71	55	38	30	80	29	99	98	83	24	57	28	3	2	13	19	40	36	64	61	49	1	31	69	45	26.8755707049	0.9999999919
7500	41734	48	91	85	83	18	61	29	44	79	55	54	94	88	38	39	3	28	45	47	92	26	30	82	51	93	6	16	5	25	22	67	59	46	20	27	27.1494069157	0.9999976074
7500	41734	51	49	87	82	21	1	90	14	86	3	31	53	35	23	38	33	62	92	47	45	41	59	55	16	13	54	5	18	39	65	48	43	12	79	66	27.2568117527	0.9999985964
7500	55801	15	99	3	60	54	6	64	41	85	90	40	66	93	32	25	44	79	69	53	27	13	58	56	12	16	1	57	72	37	94	19	20	48	28	97	26.9172915003	0.9999896896
7500	55801	13	15	48	2	38	92	50	8	61	67	10	59	81	25	44	28	32	83	51	29	31	77	49	34	35	11	12	6	75	71	85	43	60	45	20	27.8904455652	0.9999999402
7500	55801	90	82	75	92	24	12	22	9	1	67	63	97	78	14	21	6	99	54	37	40	5	8	48	45	76	34	49	16	39	20	46	41	96	35	43	27.7761039193	0.9999978435
7500	55801	55	17	59	34	57	35	75	41	72	14	9	61	56	92	24	1	28	82	98	48	38	20	3	7	84	27	39	40	69	58	4	67	25	49	70	28.1332461387	0.9999997737
7500	55801	78	43	59	6	55	5	85	3	75	77	66	41	45	34	92	68	32	19	91	73	84	29	94	40	24	21	89	93	10	28	25	20	9	80	74	27.0193210996	0.9999999997
7500	55801	67	3	22	69	8	10	15	70	81	25	5	57	31	93	32	34	17	47	97	85	44	78	9	52	29	74	23	51	4	71	87	11	6	37	14	27.2460146198	0.9999930889
7500	55801	77	55	81	80	31	24	50	52	5	65	1	88	44	21	63	70	53	49	78	32	0	13	64	48	56	40	89	66	18	38	91	23	45	4	36	27.6229574086	0.9999999597
7500	55801	75	95	11	88	14	5	81	89	26	68	72	55	38	30	82	29	99	98	83	24	57	27	3	2	13	18	40	36	64	61	49	1	31	69	45	27.8870251526	0.9999992346
7500	55801	48	91	85	84	18	61	29	44	80	55	54	94	87	37	39	3	28	45	47	92	26	27	83	51	93	5	16	6	25	21	68	60	46	19	30	28.6168706603	0.9999980635
7500	55801	51	48	88	82	21	1	90	14	86	2	30	53	35	22	37	33	62	92	47	44	40	60	56	16	12	55	4	17	38	66	49	43	11	80	65	27.8919743687	0.9999999960
7500	69831	15	99	4	59	53	6	64	42	84	90	41	66	92	32	24	44	78	69	54	26	13	58	56	14	16	1	57	72	38	93	20	21	48	28	97	27.5095241051	0.9999999716
7500	69831	13	15	47	1	38	91	50	8	60	66	10	58	80	24	43	27	31	82	51	28	30	76	48	33	35	11	12	5	73	70	83	44	59	45	21	27.1887091427	0.9998407193
7500	69831	90	83	75	92	23	12	22	9	2	67	63	97	78	14	21	7	99	54	37	40	5	8	48	46	77	35	50	17	39	24	47	41	96	36	43	27.5150634381	0.9998964749
7500	69831	55	18	60	33	57	36	76	42	73	15	10	62	59	92	25	1	28	82	97	48	38	20	3	8	83	27	39	41	69	58	4	68	26	49	70	27.1289418584	0.9999999991
7500	69831	78	44	58	5	54	6	85	3	75	77	67	42	46	35	92	68	33	19	91	73	84	30	94	40	24	22	89	93	10	28	25	21	9	80	74	27.8205678463	0.9999999907
7500	69831	67	3	23	68	9	11	15	71	81	25	5	58	31	93	32	35	17	48	97	86	45	79	8	53	29	75	22	52	4	72	88	10	6	38	16	27.8821230070	0.9999997952
7500	69831	77	54	81	80	31	24	50	52	5	65	1	88	45	22	64	70	53	49	79	32	0	14	63	48	55	40	89	66	18	39	91	23	46	4	36	27.2386426285	0.9999999998
7500	69831	75	94	10	88	14	5	81	89	25	67	71	55	37	29	82	30	99	98	83	23	57	27	3	2	13	18	39	35	64	62	49	1	31	69	45	27.3656813541	0.9999999998
7500	69831	48	92	84	83	19	62	30	45	80	55	56	94	88	38	39	3	29	46	47	91	26	28	85	51	93	6	17	5	27	22	69	61	44	20	31	27.1701643293	0.9999999914
7500	69831	51	48	87	81	22	1	90	14	86	3	31	53	35	21	37	33	63	92	47	45	41	59	56	16	13	55	5	18	39	66	49	43	12	80	67	27.5006014866	0.9999986278
