34000	2721579	174	1082	43	652	591	1001.1668914318	1.0000000000
34000	2721579	857	494	647	67	597	1017.8200766801	1.0000000000
34000	2721579	734	41	246	738	99	1020.1140258751	1.0000000000
34000	2721579	846	610	876	879	377	1013.8635555330	1.0000000000
34000	2721579	823	1035	128	972	154	-nan	1.0000000000
34000	2721579	665	440	20	404	318	1023.4808970087	0.7841429881
34000	2721579	733	83	45	508	539	1006.6310120235	1.0000000000
34000	2721579	853	108	544	818	872	1013.0960647647	1.0000000000
34000	2721579	414	842	218	385	839	1010.5371878088	1.0000000000
34000	2721579	780	991	869	229	892	1003.7912721899	1.0000000000
34000	5423144	174	1082	43	652	591	1022.3738058238	0.7731439047
34000	5423144	146	149	493	22	384	999.4507754368	1.0000000000
34000	5423144	985	926	851	1008	273	-nan	1.0000000000
34000	5423144	609	213	645	378	611	1013.2151663163	0.7841429881
34000	5423144	857	494	649	68	599	1019.9580222650	0.5430797434
34000	5423144	734	41	246	737	99	1010.1495342909	0.9725022915
34000	5423144	846	610	876	881	379	1030.4903727024	0.5137488543
34000	5423144	823	1035	129	972	155	1016.2455393289	1.0000000000
34000	5423144	528	1001	940	936	218	1005.0450359353	1.0000000000
34000	5423144	180	844	412	761	63	1006.5752773697	0.9711274060
34000	7994794	609	213	645	377	611	1026.3118763200	0.7018026276
34000	7994794	857	494	648	67	597	1010.1510888834	0.7951420715
34000	7994794	823	1035	127	971	153	1021.4309765379	1.0000000000
34000	7994794	565	545	954	903	256	1019.7117686070	1.0000000000
34000	7994794	655	996	290	663	39	1020.7872447426	0.7791017415
34000	7994794	180	844	412	762	63	1013.9901486670	1.0000000000
34000	7994794	204	610	203	732	873	-nan	0.8638863428
34000	7994794	665	440	20	405	319	1007.7206981503	1.0000000000
34000	7994794	733	83	45	508	540	994.9783739865	1.0000000000
34000	7994794	853	106	544	817	872	1007.6749537434	1.0000000000
34000	10704752	985	927	854	1009	276	1035.8190000207	0.3418881760
34000	10704752	609	214	645	379	612	1012.7545464261	1.0000000000
34000	10704752	734	41	245	738	98	1020.7538905394	0.7117323556
34000	10704752	846	610	876	881	379	1022.1140546417	0.7763519707
34000	10704752	823	1035	127	972	155	1024.0085854910	0.5142071494
34000	10704752	565	544	954	902	255	1011.9206548825	1.0000000000
34000	10704752	655	997	290	663	39	1013.7112306323	1.0000000000
34000	10704752	180	844	412	762	63	1045.9354756464	0.2036663611
34000	10704752	665	440	20	406	321	1018.7740528783	1.0000000000
34000	10704752	733	82	45	509	540	-nan	1.0000000000
34000	13274672	174	1082	42	652	591	-nan	1.0000000000
34000	13274672	857	494	646	67	595	-nan	1.0000000000
34000	13274672	734	41	246	736	98	1022.8079395612	0.7305224565
34000	13274672	846	610	875	880	377	1019.3942286353	0.5316223648
34000	13274672	823	1035	127	972	154	1016.7127408175	0.7919340055
34000	13274672	528	1001	940	936	218	1006.0096270334	1.0000000000
34000	13274672	565	544	954	902	256	1003.6960183690	1.0000000000
34000	13274672	180	844	411	763	63	1016.7127408174	0.7919340055
34000	13274672	204	610	203	732	874	1001.3672228474	1.0000000000
34000	13274672	665	440	20	405	319	1046.2085515292	0.2036663611
