0.0000000000	0.0000000000
0.0023148148	0.6075803982
0.0026917900	0.4411085450
0.0040376851	0.6081601232
0.0043724280	0.7029096478
0.0077160494	0.7955589587
0.0086521823	0.7267128560
0.0115362430	0.7852193995
0.0136316872	0.8560490046
0.0144203038	0.8044649731
0.0155038760	0.7778061224
0.0174418605	0.8512755102
0.0177469136	0.8866768760
0.0188425303	0.8129330254
0.0213477366	0.8947166922
0.0228682171	0.9076530612
0.0269179004	0.8160123172
0.0285493827	0.9019908116
0.0333333333	0.9415816327
0.0394154970	0.8167821401
0.0418604651	0.9533163265
0.0439814815	0.9058192956
0.0527131783	0.9571428571
0.0553822153	0.8625910310
0.0638338781	0.8175519630
0.0647286822	0.9612244898
0.0699588477	0.9081163859
0.0725429017	0.9133767727
0.0883720930	0.9642857143
0.1082818930	0.9123277182
0.1084243370	0.9455730165
0.1306201550	0.9650510204
0.1513260530	0.9655040245
0.1918876755	0.9741280184
0.1972868217	0.9660714286
0.2293291732	0.9764277501
0.2761310452	0.9783441932
0.3432137285	0.9787274818
0.4227769111	0.9791107704
0.5444617785	0.9802606363
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
