7500	13882	15	99	4	59	53	54.2225094108	0.2000182858
7500	13882	13	15	47	2	38	54.2225094108	0.2000088049
7500	13882	90	82	75	91	24	54.2225094108	0.2000145346
7500	13882	55	18	61	34	57	54.2225094108	0.2000143244
7500	13882	78	43	58	5	55	54.2225094108	0.2000329902
7500	13882	67	4	23	68	9	54.2225094108	0.2000588632
7500	13882	77	54	81	80	32	54.2225094108	0.2000109120
7500	13882	75	95	11	88	14	54.2225094108	0.2000317384
7500	13882	48	92	84	82	18	54.2225094108	0.2000485166
7500	13882	51	48	87	81	22	54.2225094108	0.2000507792
7500	27836	15	99	3	60	54	54.2218428552	0.2000095514
7500	27836	13	15	46	1	37	54.2218428552	0.2000083796
7500	27836	90	83	76	92	24	54.2218428552	0.2000205630
7500	27836	55	18	61	35	57	54.2218428552	0.2000003144
7500	27836	78	43	58	5	54	54.2218428552	0.2000033777
7500	27836	67	3	25	70	9	54.2218428552	0.2000218946
7500	27836	77	54	81	80	32	54.2218428552	0.2000021929
7500	27836	75	95	10	88	14	54.2218428552	0.2000040140
7500	27836	48	92	85	83	20	54.2218428552	0.2000270317
7500	27836	51	48	87	82	21	54.2218428552	0.2000261949
7500	41734	15	99	3	60	54	54.0895928083	0.2000186205
7500	41734	13	15	48	2	37	54.0895928083	0.2000168898
7500	41734	90	82	74	92	23	54.0895928083	0.2000147170
7500	41734	55	18	59	34	57	54.0895928083	0.2000104541
7500	41734	78	44	57	5	54	54.0895928083	0.2000222331
7500	41734	67	3	24	69	10	54.0895928083	0.2000165135
7500	41734	77	53	80	79	31	54.0895928083	0.2000243867
7500	41734	75	95	11	87	14	54.0895928083	0.2000333005
7500	41734	48	91	85	83	18	54.0895928083	0.2000052350
7500	41734	51	49	87	82	21	54.0895928083	0.2000216158
7500	55801	15	99	3	60	54	54.1907943881	0.2000225838
7500	55801	13	15	48	2	38	54.1907943881	0.2000293188
7500	55801	90	82	75	92	24	54.1907943881	0.2000072345
7500	55801	55	17	59	34	57	54.1907943881	0.2000255461
7500	55801	78	43	59	6	55	54.1907943881	0.2000187545
7500	55801	67	3	22	69	8	54.1907943881	0.2000083589
7500	55801	77	55	81	80	31	54.1907943881	0.2000003673
7500	55801	75	95	11	88	14	54.1907943881	0.2000275916
7500	55801	48	91	85	84	18	54.1907943881	0.2000181234
7500	55801	51	48	88	82	21	54.1907943881	0.2000269310
7500	69831	15	99	4	59	53	53.9489498041	0.2000022578
7500	69831	13	15	47	1	38	53.9489498041	0.2000352679
7500	69831	90	83	75	92	23	53.9489498041	0.2000092085
7500	69831	55	18	60	33	57	53.9489498041	0.2000104288
7500	69831	78	44	58	5	54	53.9489498041	0.2000296697
7500	69831	67	3	23	68	9	53.9489498041	0.2000094988
7500	69831	77	54	81	80	31	53.9489498041	0.2000177795
7500	69831	75	94	10	88	14	53.9489498041	0.2000200296
7500	69831	48	92	84	83	19	53.9489498041	0.2000223799
7500	69831	51	48	87	81	22	53.9489498041	0.2000316242
