1500	1621	-1	0.0000000000	0.0097131114
1500	3249	-1	0.0000000000	0.0097131737
1500	4860	-1	0.0000000000	0.0097139941
1500	6479	-1	0.0000000000	0.0097130836
1500	8104	-1	0.0000000000	0.0097132036
2000	2233	-1	0.0000000000	0.0097130524
2000	4445	-1	0.0000000000	0.0097130937
2000	6653	-1	0.0000000000	0.0097130250
2000	8891	-1	0.0000000000	0.0097130945
2000	11115	-1	0.0000000000	0.0097130198
2500	2890	-1	0.0000000000	0.0097129899
2500	5762	-1	0.0000000000	0.0097130422
2500	8652	-1	0.0000000000	0.0097130040
2500	11544	-1	0.0000000000	0.0097129952
2500	14376	-1	0.0000000000	0.0097129679
3000	3590	-1	0.0000000000	0.0097129650
3000	7170	-1	0.0000000000	0.0097129713
3000	10752	-1	0.0000000000	0.0097129591
3000	14305	-1	0.0000000000	0.0097129481
3000	17835	-1	0.0000000000	0.0097129840
3500	4295	-1	0.0000000000	0.0097129544
3500	8608	-1	0.0000000000	0.0097129524
3500	12914	-1	0.0000000000	0.0097129464
3500	17167	-1	0.0000000000	0.0097129492
3500	21518	-1	0.0000000000	0.0097129325
4000	5116	-1	0.0000000000	0.0097129439
4000	10263	-1	0.0000000000	0.0097129410
4000	15326	-1	0.0000000000	0.0097129334
4000	20472	-1	0.0000000000	0.0097129375
4000	25624	-1	0.0000000000	0.0097129375
4500	5950	-1	0.0000000000	0.0097129319
4500	11932	-1	0.0000000000	0.0097129342
4500	17814	-1	0.0000000000	0.0097129303
4500	23796	-1	0.0000000000	0.0097129267
4500	29762	-1	0.0000000000	0.0097129303
5000	6849	-1	0.0000000000	0.0097129246
5000	13736	-1	0.0000000000	0.0097129242
5000	20683	-1	0.0000000000	0.0097129253
5000	27645	-1	0.0000000000	0.0097129243
5000	34488	-1	0.0000000000	0.0097129222
5500	7894	-1	0.0000000000	0.0097129210
5500	15840	-1	0.0000000000	0.0097129217
5500	23887	-1	0.0000000000	0.0097129184
5500	31908	-1	0.0000000000	0.0097129215
5500	39894	-1	0.0000000000	0.0097129203
6000	9115	-1	0.0000000000	0.0097129185
6000	18091	-1	0.0000000000	0.0097129180
6000	27182	-1	0.0000000000	0.0097129147
6000	36339	-1	0.0000000000	0.0097129165
6000	45547	-1	0.0000000000	0.0097129152
6500	10427	-1	0.0000000000	0.0097129155
6500	20841	-1	0.0000000000	0.0097129148
6500	31390	-1	0.0000000000	0.0097129160
6500	41894	-1	0.0000000000	0.0097129154
6500	52435	-1	0.0000000000	0.0097129120
7000	11971	-1	0.0000000000	0.0097129137
7000	23896	-1	0.0000000000	0.0097129133
7000	35980	-1	0.0000000000	0.0097129129
7000	48031	-1	0.0000000000	0.0097129121
7000	60218	-1	0.0000000000	0.0097129123
7500	13882	-1	0.0000000000	0.0097129123
7500	27836	-1	0.0000000000	0.0097129119
7500	41734	-1	0.0000000000	0.0097129117
7500	55801	-1	0.0000000000	0.0097129105
7500	69831	-1	0.0000000000	0.0097129113
