1500	0	0.1075263891
1500	1	0.1024778713
1500	2	0.0999583458
1500	3	0.1008364780
1500	4	0.1169587685
2000	0	0.1155342665
2000	1	0.1190146533
2000	2	0.1237434572
2000	3	0.1374041837
2000	4	0.1119939773
2500	0	0.1263029693
2500	1	0.1413176837
2500	2	0.1557876158
2500	3	0.1126273294
2500	4	0.1362342234
3000	0	0.1401070071
3000	1	0.1729636158
3000	2	0.1591708748
3000	3	0.1516849097
3000	4	0.1521510854
3500	0	0.1570530354
3500	1	0.1918058985
3500	2	0.1553683302
3500	3	0.1883742053
3500	4	0.1690166388
4000	0	0.1764734551
4000	1	0.2018137331
4000	2	0.1759763620
4000	3	0.1975321594
4000	4	0.1781465657
4500	0	0.1999892308
4500	1	0.2091204176
4500	2	0.2288986471
4500	3	0.1954116446
4500	4	0.1855524852
5000	0	0.2404711858
5000	1	0.2207399154
5000	2	0.2526827311
5000	3	0.2256113349
5000	4	0.2522106596
5500	0	0.2814070781
5500	1	0.2434972162
5500	2	0.2558627332
5500	3	0.2282990572
5500	4	0.2633706393
6000	0	0.5393725070
6000	1	0.4249574847
6000	2	0.5392266223
6000	3	0.5496082742
6000	4	0.5652542381
6500	0	0.6131988985
6500	1	0.6521123226
6500	2	0.7779692642
6500	3	0.6947966890
6500	4	0.6402085066
7000	0	0.7903862957
7000	1	0.8634124987
7000	2	0.7732229120
7000	3	0.8844947245
7000	4	0.7737062807
7500	0	0.9978552610
7500	1	0.9161489485
7500	2	0.9109432243
7500	3	0.8803823995
7500	4	0.9377873813
