1500	0.0531381302	1.0000000000	0.0175971514
2000	0.0616751226	1.0000000000	0.0165378163
2500	0.0711948241	1.0000000000	0.0120970644
3000	0.0865102476	0.9986509275	0.2041340625
3500	0.1062478645	0.9960323887	0.4008027599
4000	0.1145346565	0.9947739280	0.4005578977
4500	0.1349576743	0.9906540209	0.7961580834
5000	0.1888577633	0.9785204345	0.9904561036
5500	0.1852376388	0.9806906762	0.9930783461
6000	0.3021933015	0.9493516905	0.9800398994
6500	0.4087089067	0.9125028677	0.9681305321
7000	0.5285780284	0.8654588695	0.9596416078
7500	0.6793400586	0.7789564582	0.9237685691
