1500	1621	-1	0.0000000000	0.0486367178
1500	3249	-1	0.0000000000	0.0489843136
1500	4860	-1	0.0000000000	0.0488133219
1500	6479	-1	0.0000000000	0.0489856283
1500	8104	-1	0.0000000000	0.0490988661
2000	2233	-1	0.0000000000	0.0374141065
2000	4445	-1	0.0000000000	0.0373486259
2000	6653	-1	0.0000000000	0.0373814362
2000	8891	-1	0.0000000000	0.0375741647
2000	11115	-1	0.0000000000	0.0374115186
2500	2890	-1	0.0000000000	0.0290294457
2500	5762	-1	0.0000000000	0.0292798999
2500	8652	-1	0.0000000000	0.0292115122
2500	11544	-1	0.0000000000	0.0289484681
2500	14376	-1	0.0000000000	0.0288061217
3000	3590	-1	0.0000000000	0.0228253269
3000	7170	-1	0.0000000000	0.0228784413
3000	10752	-1	0.0000000000	0.0229293991
3000	14305	-1	0.0000000000	0.0228068941
3000	17835	-1	0.0000000000	0.0229141432
3500	4295	-1	0.0000000000	0.0181274896
3500	8608	-1	0.0000000000	0.0182344797
3500	12914	-1	0.0000000000	0.0181369948
3500	17167	-1	0.0000000000	0.0181263396
3500	21518	-1	0.0000000000	0.0181727366
4000	5116	-1	0.0000000000	0.0144978021
4000	10263	-1	0.0000000000	0.0146385284
4000	15326	-1	0.0000000000	0.0144441049
4000	20472	-1	0.0000000000	0.0144980823
4000	25624	-1	0.0000000000	0.0145316765
4500	5950	-1	0.0000000000	0.0117854403
4500	11932	-1	0.0000000000	0.0118420851
4500	17814	-1	0.0000000000	0.0116443427
4500	23796	-1	0.0000000000	0.0116863222
4500	29762	-1	0.0000000000	0.0117614878
5000	6849	-1	0.0000000000	0.0095093106
5000	13736	-1	0.0000000000	0.0095102605
5000	20683	-1	0.0000000000	0.0094704699
5000	27645	-1	0.0000000000	0.0094635266
5000	34488	-1	0.0000000000	0.0096755142
5500	7894	-1	0.0000000000	0.0077560716
5500	15840	-1	0.0000000000	0.0077718076
5500	23887	-1	0.0000000000	0.0077577459
5500	31908	-1	0.0000000000	0.0077761371
5500	39894	-1	0.0000000000	0.0077657651
6000	9115	-1	0.0000000000	0.0063638591
6000	18091	-1	0.0000000000	0.0062790022
6000	27182	-1	0.0000000000	0.0063113408
6000	36339	-1	0.0000000000	0.0063906747
6000	45547	-1	0.0000000000	0.0063444939
6500	10427	-1	0.0000000000	0.0052021387
6500	20841	-1	0.0000000000	0.0051519986
6500	31390	-1	0.0000000000	0.0051796405
6500	41894	-1	0.0000000000	0.0052236227
6500	52435	-1	0.0000000000	0.0052440929
7000	11971	-1	0.0000000000	0.0042594475
7000	23896	-1	0.0000000000	0.0042560573
7000	35980	-1	0.0000000000	0.0042563619
7000	48031	-1	0.0000000000	0.0042674402
7000	60218	-1	0.0000000000	0.0042816951
7500	13882	-1	0.0000000000	0.0034667321
7500	27836	-1	0.0000000000	0.0034324910
7500	41734	-1	0.0000000000	0.0034933304
7500	55801	-1	0.0000000000	0.0035057335
7500	69831	-1	0.0000000000	0.0035168118
