miss	0	1
1500	params_4.000000	0.107092
2000	params_4.000000	0.121422
2500	params_4.000000	0.14177599999999999
3000	params_4.000000	0.158661
3500	params_4.000000	0.176502
4000	params_4.000000	0.197596
4500	params_4.000000	0.220164
5000	params_4.000000	0.24601199999999998
5500	params_4.000000	0.275306
6000	params_4.000000	0.323154
6500	params_4.000000	0.385275
7000	params_4.000000	0.490255
7500	params_4.000000	0.643275
