1500	0.1182358868	0.9954102735	0.0073074395
2000	0.1299580053	0.9967023215	0.0046653602
2500	0.1385655103	0.9946197860	0.5979961498
3000	0.1703442700	0.9881126203	0.7951758959
3500	0.2035309535	0.9765151089	0.9933122540
4000	0.2367256246	0.9693346829	0.9862945767
4500	0.2692190759	0.9521152408	0.9854411898
5000	0.3832160618	0.9104454051	0.9671007146
5500	0.4085178956	0.8878534407	0.9644964512
6000	0.6347770023	0.7660761082	0.8984530456
6500	0.7360070736	0.6734000939	0.8591024368
7000	0.8329952133	0.6132869264	0.8203767670
7500	0.8865595536	0.6172785694	0.8069919479
