0.0000000000	0.0000000000
0.0000000000	0.7772299417
0.0000000000	0.6306588974
0.0002279462	0.1680143756
0.0003059039	0.8735992828
0.0006118079	0.9524876737
0.0006118079	0.9260421336
0.0009117848	0.2722371968
0.0012236158	0.9654863290
0.0015295197	0.9735544599
0.0020515158	0.3899371069
0.0022883295	0.8214177979
0.0025074083	0.4707996406
0.0029633007	0.5588499551
0.0036471393	0.6540880503
0.0036613272	0.9034690799
0.0054919908	0.9556561086
0.0056986551	0.7214734951
0.0058121750	0.9748991484
0.0064073227	0.9831070890
0.0091533181	0.9909502262
0.0169336384	0.9954751131
0.0189195350	0.7619047619
0.0256292906	0.9960784314
0.0260018354	0.9807261318
0.0439359268	0.9978883861
0.0496922726	0.8014375562
0.0737228510	0.9829672792
0.0915331808	0.9984917044
0.0965323336	0.8980374464
0.1237113402	0.9548838259
0.1555763824	0.9844349199
0.2014995314	0.9945860591
0.2036613272	0.9987933635
0.2614807873	0.9981953530
0.3373945642	0.9988720956
0.4432989691	0.9995488383
0.5313964386	0.9997744191
0.6466729147	0.9997744191
0.7844423618	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
