0.0000000000	0.0000000000
0.0135897972	0.3262119967
0.0148442400	0.4256368118
0.0181894209	0.5069843878
0.0196408530	0.4938423645
0.0202801589	0.5620377979
0.0225799707	0.5891536565
0.0244107744	0.5775862069
0.0246707088	0.5981922761
0.0280583614	0.6338259442
0.0308641975	0.6752873563
0.0321973657	0.6187345933
0.0350729517	0.7118226601
0.0361952862	0.7282430213
0.0440516274	0.7311165846
0.0451599415	0.6302382909
0.0589225589	0.7360426929
0.0681580598	0.6466721446
0.0822382365	0.6811315573
0.0830527497	0.7483579639
0.1225095379	0.7822026916
0.1352413019	0.7758620690
0.1674438321	0.8709145839
0.1933022467	0.9198022521
0.2013565070	0.9401263389
0.2089868588	0.9508376820
0.2191606613	0.9535841802
0.2496820687	0.9549574293
0.2547008547	0.8664596273
0.2769230769	0.9109730849
0.2835947435	0.9601757759
0.2863247863	0.9380952381
0.3094017094	0.9505175983
0.3196581197	0.9602484472
0.3299145299	0.9645962733
0.3382789318	0.9637462236
0.3606837607	0.9662525880
0.4290598291	0.9693581781
0.5008547009	0.9747412008
0.6017094017	0.9792960663
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
