1500	0	0.0956043678
1500	1	0.0982796050
1500	2	0.0889623822
1500	3	0.0883492781
1500	4	0.1078846895
2000	0	0.1018597676
2000	1	0.1051933482
2000	2	0.1088596689
2000	3	0.1300902836
2000	4	0.1070464735
2500	0	0.1189911421
2500	1	0.1244527682
2500	2	0.1366860987
2500	3	0.1095852436
2500	4	0.1224122923
3000	0	0.4240838875
3000	1	0.1512192773
3000	2	0.1471013757
3000	3	0.3409170874
3000	4	0.1410347274
3500	0	0.1346787478
3500	1	0.1692237821
3500	2	0.1452796655
3500	3	0.1710757660
3500	4	0.1584964163
4000	0	0.1523713360
4000	1	0.1802267567
4000	2	0.1562792215
4000	3	0.1787701914
4000	4	0.1665524118
4500	0	0.1727643422
4500	1	0.1868224546
4500	2	0.2018584282
4500	3	0.1752039830
4500	4	0.1649952402
5000	0	0.2068607467
5000	1	0.2054292014
5000	2	0.2309921236
5000	3	0.2282069328
5000	4	0.2185432423
5500	0	0.2390697132
5500	1	0.2300746314
5500	2	0.2371352328
5500	3	0.2203415361
5500	4	0.2253829980
6000	0	0.2773317598
6000	1	0.2774090547
6000	2	0.2995431492
6000	3	0.2801808952
6000	4	0.2769032473
6500	0	0.3337462558
6500	1	0.3411657379
6500	2	0.3472235415
6500	3	0.3334113324
6500	4	0.3461976976
7000	0	0.4111391540
7000	1	0.4070441208
7000	2	0.3921596717
7000	3	0.4346745512
7000	4	0.3970317914
7500	0	0.5261742181
7500	1	0.5006942715
7500	2	0.5558068641
7500	3	0.5485992225
7500	4	0.5528505701
