1500	0	0.1165317065
1500	1	0.1194577388
1500	2	0.1109081424
1500	3	0.1081916224
1500	4	0.1309957265
2000	0	0.1236564930
2000	1	0.1336919028
2000	2	0.1329933458
2000	3	0.1490102388
2000	4	0.1305689648
2500	0	0.1407027929
2500	1	0.1465912328
2500	2	0.1582022148
2500	3	0.1308123710
2500	4	0.1445309825
3000	0	0.1512313775
3000	1	0.1746023397
3000	2	0.1749007954
3000	3	0.1702469950
3000	4	0.1712232377
3500	0	0.2115116353
3500	1	0.1600534888
3500	2	0.1957625452
3500	3	0.2428043595
3500	4	0.1983626559
4000	0	0.2348441401
4000	1	0.2395410615
4000	2	0.2135019544
4000	3	0.2368155717
4000	4	0.2497409723
4500	0	0.2389308461
4500	1	0.2982438686
4500	2	0.3480438094
4500	3	0.2551613893
4500	4	0.2303465633
5000	0	0.3572157440
5000	1	0.3040297640
5000	2	0.3657673585
5000	3	0.4166195772
5000	4	0.3509945903
5500	0	0.4320130462
5500	1	0.4072861386
5500	2	0.4190134731
5500	3	0.4753667762
5500	4	0.4500123549
6000	0	0.4828299895
6000	1	0.4758061577
6000	2	0.6110797499
6000	3	0.5216218414
6000	4	0.5207393780
6500	0	0.7016606349
6500	1	0.7956020081
6500	2	0.7309796537
6500	3	0.7832157128
6500	4	0.7086358840
7000	0	0.8255022705
7000	1	0.8789891246
7000	2	0.6962165885
7000	3	0.8441599654
7000	4	0.8259653726
7500	0	0.9625353663
7500	1	0.9226790652
7500	2	0.9848404863
7500	3	0.8538151779
7500	4	0.9833882610
