1500	0.1501549242	0.9925198761	0.2071918942
2000	0.1559710443	0.9939678719	0.4035706247
2500	0.1615328040	0.9969486462	0.0013486601
3000	0.1747164798	0.9987229573	0.0045481638
3500	0.2031139384	0.9933784366	0.2299330485
4000	0.2202767681	0.9906839770	0.2293174956
4500	0.2271868814	0.9940729679	0.3096972833
5000	0.2649056220	0.9890197330	0.1658176998
5500	0.2305966770	0.9957944681	0.0237020961
6000	0.2815390554	0.9861907681	0.6217122888
6500	0.3401411596	0.9622812595	0.9285110656
7000	0.4070907857	0.9369402128	0.9850178414
7500	0.5371018025	0.8741063282	0.9627099040
