1500	0	0.1148665579
1500	1	0.1243187844
1500	2	0.1153999408
1500	3	0.1170889445
1500	4	0.1318370419
2000	0	0.1231645128
2000	1	0.1357963756
2000	2	0.1414222020
2000	3	0.1484860457
2000	4	0.1265983055
2500	0	0.1412962987
2500	1	0.1489321029
2500	2	0.1651387169
2500	3	0.1286972074
2500	4	0.1494227958
3000	0	0.1537009108
3000	1	0.1864534346
3000	2	0.1750233697
3000	3	0.1640000187
3000	4	0.1679555283
3500	0	0.1728683534
3500	1	0.2023511305
3500	2	0.1727477134
3500	3	0.2018463703
3500	4	0.1891188526
4000	0	0.1886295184
4000	1	0.2173538603
4000	2	0.1940163481
4000	3	0.2137484214
4000	4	0.1942265062
4500	0	0.2111890654
4500	1	0.2253770550
4500	2	0.2397083032
4500	3	0.2121767482
4500	4	0.1989119507
5000	0	0.2486257316
5000	1	0.2391427984
5000	2	0.2663619915
5000	3	0.2535754003
5000	4	0.2622413090
5500	0	0.2828838503
5500	1	0.2725804530
5500	2	0.2727208483
5500	3	0.2480680042
5500	4	0.2716317845
6000	0	0.3234961020
6000	1	0.3224290742
6000	2	0.3186762889
6000	3	0.3274271947
6000	4	0.3206953199
6500	0	0.3918723919
6500	1	0.3834107843
6500	2	0.3924132475
6500	3	0.3858850616
6500	4	0.3871705002
7000	0	0.4949529706
7000	1	0.4875864972
7000	2	0.4686973574
7000	3	0.4827692777
7000	4	0.4616332565
7500	0	0.6354009842
7500	1	0.5827378363
7500	2	0.6535714720
7500	3	0.6389365770
7500	4	0.6682785737
