miss	0	1
1500	params_1.700000	0.505364
2000	params_1.500000	0.40580900000000003
2500	params_1.500000	0.5027149999999999
3000	params_1.300000	0.796972
3500	params_1.300000	0.9440620000000001
4000	params_1.100000	0.598251
4500	params_1.100000	0.944185
5000	params_1.100000	0.942298
5500	params_1.100000	0.989133
6000	params_1.100000	0.9799040000000001
6500	params_1.100000	0.9742219999999999
7000	params_1.100000	0.946691
7500	params_1.300000	0.947205
