miss	0	1
1500	params_2.700000	0.102895
2000	params_2.500000	0.260407
2500	params_2.500000	0.83429
3000	params_1.100000	0.513495
3500	params_2.700000	0.899756
4000	params_1.100000	0.988455
4500	params_1.300000	0.9759180000000001
5000	params_1.300000	0.9836950000000001
5500	params_2.900000	0.984433
6000	params_2.300000	0.9857309999999999
6500	params_2.900000	0.980282
7000	params_2.900000	0.9679549999999999
7500	params_2.500000	0.949744
