1500	0.0961742630	1.0000000000	0.0066491078
2000	0.1109854484	1.0000000000	0.0053377522
2500	0.1200261821	1.0000000000	0.0046741226
3000	0.1373771419	1.0000000000	0.0037036247
3500	0.1552700086	0.9994329649	0.0033892414
4000	0.1662630197	0.9997502872	0.0022309097
4500	0.1803440573	0.9988372505	0.0040668883
5000	0.2180512429	0.9948513788	0.0122722890
5500	0.2301819352	0.9957936161	0.0228889173
6000	0.2823652124	0.9860655958	0.6224061164
6500	0.3404411253	0.9619092007	0.9283822615
7000	0.4085843001	0.9372773449	0.9837615443
7500	0.5365762424	0.8748220874	0.9624530490
