miss	0	1
1500	params_1.100000	0.0140184
2000	params_1.100000	0.0135559
2500	params_1.500000	0.352804
3000	params_1.100000	0.204036
3500	params_1.300000	0.4514
4000	params_1.100000	0.5486880000000001
4500	params_1.100000	0.944688
5000	params_1.100000	0.943674
5500	params_1.100000	0.988641
6000	params_1.100000	0.978535
6500	params_1.100000	0.970202
7000	params_1.100000	0.9429620000000001
7500	params_1.300000	0.947205
