miss	0	1
1500	params_128.000000	0.051637
2000	params_1024.000000	0.0608116
2500	params_64.000000	0.0704794
3000	params_64.000000	0.08339160000000001
3500	params_256.000000	0.0953015
4000	params_64.000000	0.11838900000000001
4500	params_64.000000	0.14563099999999998
5000	params_64.000000	0.168993
5500	params_64.000000	0.202166
6000	params_32.000000	0.29517
6500	params_32.000000	0.365545
7000	params_2.000000	0.490255
7500	params_2.000000	0.643275
