7500	13882	15	99	4	59	53	55.0905649664	0.2000510453
7500	13882	13	15	47	2	38	55.0905649664	0.2000243634
7500	13882	90	82	75	91	24	55.0905649664	0.2000407379
7500	13882	55	18	61	34	57	55.0905649664	0.2000408371
7500	13882	78	43	58	5	55	55.0905649664	0.2000932115
7500	13882	67	4	23	68	9	55.0905649664	0.2001643770
7500	13882	77	54	81	80	32	55.0905649664	0.2000308816
7500	13882	75	95	11	88	14	55.0905649664	0.2000879298
7500	13882	48	92	84	82	18	55.0905649664	0.2001345953
7500	13882	51	48	87	81	22	55.0905649664	0.2001404050
7500	27836	15	99	3	60	54	55.0898984108	0.2000263747
7500	27836	13	15	46	1	37	55.0898984108	0.2000234156
7500	27836	90	83	76	92	24	55.0898984108	0.2000571842
7500	27836	55	18	61	35	57	55.0898984108	0.2000008846
7500	27836	78	43	58	5	54	55.0898984108	0.2000093894
7500	27836	67	3	25	70	9	55.0898984108	0.2000581117
7500	27836	77	54	81	80	32	55.0898984108	0.2000064249
7500	27836	75	95	10	88	14	55.0898984108	0.2000115990
7500	27836	48	92	85	83	20	55.0898984108	0.2000741389
7500	27836	51	48	87	82	21	55.0898984108	0.2000717055
7500	41734	15	99	3	60	54	54.9576483638	0.2000527279
7500	41734	13	15	48	2	37	54.9576483638	0.2000470222
7500	41734	90	82	74	92	23	54.9576483638	0.2000415166
7500	41734	55	18	59	34	57	54.9576483638	0.2000291228
7500	41734	78	44	57	5	54	54.9576483638	0.2000629835
7500	41734	67	3	24	69	10	54.9576483638	0.2000451535
7500	41734	77	53	80	79	31	54.9576483638	0.2000691382
7500	41734	75	95	11	87	14	54.9576483638	0.2000929502
7500	41734	48	91	85	83	18	54.9576483638	0.2000144259
7500	41734	51	49	87	82	21	54.9576483638	0.2000624381
7500	55801	15	99	3	60	54	55.0588499436	0.2000618655
7500	55801	13	15	48	2	38	55.0588499436	0.2000820255
7500	55801	90	82	75	92	24	55.0588499436	0.2000197276
7500	55801	55	17	59	34	57	55.0588499436	0.2000697202
7500	55801	78	43	59	6	55	55.0588499436	0.2000516849
7500	55801	67	3	22	69	8	55.0588499436	0.2000236280
7500	55801	77	55	81	80	31	55.0588499436	0.2000010475
7500	55801	75	95	11	88	14	55.0588499436	0.2000773168
7500	55801	48	91	85	84	18	55.0588499436	0.2000502254
7500	55801	51	48	88	82	21	55.0588499436	0.2000757866
7500	69831	15	99	4	59	53	54.8170053597	0.2000063445
7500	69831	13	15	47	1	38	54.8170053597	0.2001002631
7500	69831	90	83	75	92	23	54.8170053597	0.2000258648
7500	69831	55	18	60	33	57	54.8170053597	0.2000284767
7500	69831	78	44	58	5	54	54.8170053597	0.2000833224
7500	69831	67	3	23	68	9	54.8170053597	0.2000262287
7500	69831	77	54	81	80	31	54.8170053597	0.2000494703
7500	69831	75	94	10	88	14	54.8170053597	0.2000573482
7500	69831	48	92	84	83	19	54.8170053597	0.2000642118
7500	69831	51	48	87	81	22	54.8170053597	0.2000886276
