miss	0	1
1500	params_128.000000	0.0140184
2000	params_16.000000	0.0618385
2500	params_16.000000	0.10500999999999999
3000	params_16.000000	0.301823
3500	params_16.000000	0.697824
4000	params_16.000000	0.745603
4500	params_1024.000000	0.991603
5000	params_128.000000	0.991526
5500	params_64.000000	0.9893360000000001
6000	params_32.000000	0.979411
6500	params_32.000000	0.969009
7000	params_32.000000	0.939436
7500	params_2.000000	0.947205
