miss	0	1
1500	params_1.500000	0.05683440000000001
2000	params_1.100000	0.0580261
2500	params_1.100000	0.416746
3000	params_1.100000	0.456592
3500	params_1.100000	0.941436
4000	params_1.100000	0.985318
4500	params_1.500000	0.9859020000000001
5000	params_1.700000	0.984203
5500	params_2.500000	0.9861469999999999
6000	params_2.500000	0.98021
6500	params_2.500000	0.977131
7000	params_2.100000	0.9697049999999999
7500	params_2.700000	0.9466549999999999
